booking_id,user_id,provider_id,service_id,city,booking_date,service_date,status,price_charged,discount_applied,payment_method,cancellation_reason,rating_given,is_repeat_booking,days_to_service
BKG004854,USR00169,PRV00131,SVC003,"New York, NY",2023-05-13,2023-05-19,completed,220.0,0.0,Debit Card,,3.7,True,6
BKG004855,USR00151,PRV00043,SVC002,"Seattle, WA",2023-12-01,2023-12-03,completed,160.0,15.0,PayPal,,3.7,True,2
BKG004856,USR00209,PRV00069,SVC016,"New York, NY",2024-01-23,2024-02-01,completed,70.0,0.0,Credit Card,,4.1,True,9
BKG004857,USR00351,PRV00060,SVC019,"Chicago, IL",2023-09-05,2023-09-07,completed,820.0,0.0,Venmo,,4.6,True,2
BKG004858,USR00396,PRV00137,SVC002,"Seattle, WA",2023-09-28,2023-10-03,completed,180.0,0.0,Debit Card,,4.2,True,5
BKG004859,USR00473,PRV00056,SVC012,"New York, NY",2024-04-06,2024-04-14,completed,75.0,10.0,PayPal,,3.5,True,8
BKG004860,USR00272,PRV00045,SVC010,"San Francisco, CA",2023-08-25,2023-08-28,completed,90.0,10.0,Credit Card,,5.0,True,3
BKG004861,USR00131,PRV00108,SVC008,"Chicago, IL",2024-05-06,2024-05-14,completed,115.0,15.0,Debit Card,,4.7,True,8
BKG004862,USR00516,PRV00082,SVC012,"New York, NY",2024-02-04,2024-02-09,completed,105.0,0.0,PayPal,,5.0,True,5
BKG004863,USR00275,PRV00121,SVC014,"Chicago, IL",2023-04-02,2023-04-07,completed,340.0,0.0,PayPal,,5.0,True,5
BKG004864,USR00261,PRV00033,SVC010,"Dallas, TX",2023-07-04,2023-07-05,cancelled,85.0,10.0,Credit Card,user_request,,True,1
BKG004865,USR00479,PRV00044,SVC007,"Miami, FL",2023-07-18,2023-07-26,completed,415.0,0.0,Venmo,,3.5,True,8
BKG004866,USR00079,PRV00019,SVC005,"Los Angeles, CA",2023-11-19,2023-11-28,completed,145.0,0.0,Credit Card,,3.4,True,9
BKG004867,USR00459,PRV00152,SVC020,"New York, NY",2023-06-29,2023-06-30,cancelled,290.0,0.0,Debit Card,provider_unavailable,,True,1
BKG004868,USR00087,PRV00146,SVC013,"Austin, TX",2023-08-08,2023-08-16,completed,145.0,10.0,Credit Card,,3.0,True,8
BKG004869,USR00212,PRV00054,SVC006,"Austin, TX",2023-12-17,2023-12-23,cancelled,95.0,0.0,PayPal,scheduling_conflict,,True,6
BKG004870,USR00502,PRV00021,SVC018,"Dallas, TX",2023-08-27,2023-09-01,completed,140.0,10.0,Apple Pay,,4.5,True,5
BKG004871,USR00552,PRV00030,SVC003,"San Francisco, CA",2024-06-28,2024-06-30,completed,215.0,0.0,Credit Card,,4.7,True,2
BKG004872,USR00487,PRV00003,SVC018,"New York, NY",2024-05-31,2024-06-01,completed,115.0,0.0,Credit Card,,5.0,True,1
BKG004873,USR00063,PRV00018,SVC020,"San Francisco, CA",2023-06-18,2023-06-27,completed,300.0,5.0,Credit Card,,3.6,True,9
BKG004874,USR00397,PRV00011,SVC009,"San Francisco, CA",2024-03-09,2024-03-10,completed,270.0,0.0,Apple Pay,,3.5,True,1
BKG004875,USR00337,PRV00058,SVC002,"San Francisco, CA",2024-01-12,2024-01-18,completed,119.0,20.0,Credit Card,,4.7,True,6
BKG004876,USR00396,PRV00154,SVC008,"Seattle, WA",2023-09-04,2023-09-08,completed,105.0,0.0,Debit Card,,5.0,True,4
BKG004877,USR00333,PRV00153,SVC005,"New York, NY",2024-02-06,2024-02-10,completed,165.0,10.0,Credit Card,,4.6,True,4
BKG004878,USR00274,PRV00047,SVC011,"Seattle, WA",2023-11-09,2023-11-10,completed,80.0,0.0,PayPal,,5.0,True,1
BKG004879,USR00236,PRV00004,SVC002,"Austin, TX",2024-02-23,2024-02-28,completed,140.0,0.0,Credit Card,,4.0,True,5
BKG004880,USR00107,PRV00148,SVC013,"Chicago, IL",2024-06-29,2024-07-08,completed,119.0,15.0,Apple Pay,,4.1,True,9
BKG004881,USR00452,PRV00033,SVC017,"Dallas, TX",2023-09-11,2023-09-14,completed,155.0,0.0,Credit Card,,5.0,True,3
BKG004882,USR00069,PRV00089,SVC006,"New York, NY",2024-01-17,2024-01-25,completed,85.0,5.0,Credit Card,,3.4,True,8
BKG004883,USR00286,PRV00124,SVC009,"New York, NY",2023-10-21,2023-10-22,completed,250.0,0.0,Venmo,,3.6,True,1
BKG004884,USR00269,PRV00151,SVC018,"Los Angeles, CA",2023-04-30,2023-05-06,completed,135.0,0.0,PayPal,,5.0,True,6
BKG004885,USR00216,PRV00093,SVC003,"Los Angeles, CA",2023-05-14,2023-05-15,completed,195.0,0.0,Apple Pay,,4.8,True,1
BKG004886,USR00487,PRV00068,SVC015,"New York, NY",2023-09-24,2023-09-28,completed,955.0,0.0,Venmo,,4.4,True,4
BKG004887,USR00566,PRV00113,SVC011,"Dallas, TX",2023-07-02,2023-07-09,completed,85.0,0.0,Credit Card,,4.1,True,7
BKG004888,USR00247,PRV00025,SVC005,"Chicago, IL",2023-03-28,2023-03-30,completed,145.0,5.0,Debit Card,,4.7,True,2
BKG004889,USR00550,PRV00091,SVC017,"Austin, TX",2023-01-17,2023-01-25,completed,110.0,0.0,PayPal,,4.4,True,8
BKG004890,USR00262,PRV00099,SVC020,"Boston, MA",2023-01-04,2023-01-13,completed,320.0,0.0,Debit Card,,5.0,True,9
BKG004891,USR00582,PRV00046,SVC020,"Denver, CO",2023-02-20,2023-02-27,completed,305.0,0.0,Credit Card,,3.5,True,7
BKG004892,USR00063,PRV00072,SVC016,"San Francisco, CA",2023-03-27,2023-04-01,completed,50.0,0.0,Credit Card,,4.2,True,5
BKG004893,USR00593,PRV00147,SVC004,"New York, NY",2023-07-08,2023-07-13,completed,135.0,20.0,Debit Card,,3.4,True,5
BKG004894,USR00281,PRV00036,SVC009,"Seattle, WA",2023-07-20,2023-07-28,completed,280.0,0.0,Apple Pay,,4.8,True,8
BKG004895,USR00386,PRV00158,SVC003,"San Francisco, CA",2024-06-27,2024-07-02,cancelled,235.0,0.0,Debit Card,no_show,,True,5
BKG004896,USR00554,PRV00098,SVC009,"Dallas, TX",2024-06-16,2024-06-21,cancelled,230.0,0.0,Credit Card,pricing_issue,,True,5
BKG004897,USR00180,PRV00068,SVC018,"New York, NY",2024-03-11,2024-03-12,cancelled,115.0,0.0,Credit Card,provider_unavailable,,True,1
BKG004898,USR00232,PRV00035,SVC017,"Chicago, IL",2024-06-10,2024-06-15,cancelled,120.0,5.0,Credit Card,no_show,,True,5
BKG004899,USR00242,PRV00023,SVC005,"Miami, FL",2023-06-07,2023-06-15,completed,175.0,0.0,Apple Pay,,3.6,True,8
BKG004900,USR00116,PRV00141,SVC016,"Seattle, WA",2023-10-09,2023-10-12,completed,65.0,0.0,Venmo,,4.4,True,3
BKG004901,USR00031,PRV00122,SVC006,"Dallas, TX",2023-05-19,2023-05-27,completed,75.0,0.0,Venmo,,4.3,True,8
BKG004902,USR00581,PRV00035,SVC017,"Chicago, IL",2023-04-28,2023-05-05,cancelled,115.0,20.0,Apple Pay,user_request,,True,7
BKG004903,USR00528,PRV00148,SVC018,"Los Angeles, CA",2023-04-14,2023-04-16,completed,145.0,10.0,Credit Card,,3.9,True,2
BKG004904,USR00218,PRV00037,SVC002,"Austin, TX",2023-12-01,2023-12-10,completed,140.0,5.0,Apple Pay,,4.3,True,9
BKG004905,USR00120,PRV00021,SVC006,"Dallas, TX",2023-04-08,2023-04-15,completed,90.0,0.0,Credit Card,,3.7,False,7
BKG004906,USR00003,PRV00129,SVC017,"Austin, TX",2024-01-24,2024-02-02,completed,115.0,20.0,PayPal,,3.5,True,9
BKG004907,USR00396,PRV00105,SVC004,"Seattle, WA",2023-10-11,2023-10-16,cancelled,125.0,25.0,PayPal,user_request,,True,5
BKG004908,USR00047,PRV00131,SVC020,"Los Angeles, CA",2024-01-07,2024-01-14,completed,295.0,0.0,Credit Card,,3.3,True,7
BKG004909,USR00572,PRV00124,SVC013,"Austin, TX",2023-07-27,2023-08-05,cancelled,145.0,0.0,Credit Card,pricing_issue,,True,9
BKG004910,USR00125,PRV00007,SVC010,"Los Angeles, CA",2023-04-30,2023-05-06,cancelled,95.0,10.0,Debit Card,no_show,,True,6
BKG004911,USR00194,PRV00122,SVC003,"Dallas, TX",2023-02-16,2023-02-18,completed,200.0,0.0,PayPal,,4.5,True,2
BKG004912,USR00296,PRV00155,SVC008,"Chicago, IL",2023-02-14,2023-02-17,completed,120.0,20.0,Credit Card,,4.4,True,3
BKG004913,USR00567,PRV00086,SVC008,"Los Angeles, CA",2023-03-01,2023-03-05,completed,115.0,0.0,Debit Card,,3.6,True,4
BKG004914,USR00088,PRV00122,SVC002,"Dallas, TX",2024-05-22,2024-05-26,cancelled,125.0,0.0,Credit Card,user_request,,True,4
BKG004915,USR00495,PRV00157,SVC018,"Chicago, IL",2023-01-11,2023-01-16,completed,110.0,0.0,Credit Card,,4.5,True,5
BKG004916,USR00142,PRV00061,SVC014,"Los Angeles, CA",2023-12-22,2023-12-29,cancelled,265.0,0.0,PayPal,user_request,,True,7
BKG004917,USR00324,PRV00026,SVC002,"Los Angeles, CA",2023-04-11,2023-04-12,completed,140.0,20.0,Credit Card,,3.9,True,1
BKG004918,USR00004,PRV00122,SVC001,"Dallas, TX",2024-01-01,2024-01-02,completed,90.0,20.0,Venmo,,4.4,True,1
BKG004919,USR00469,PRV00104,SVC006,"Los Angeles, CA",2024-04-06,2024-04-09,completed,75.0,15.0,Credit Card,,4.8,True,3
BKG004920,USR00004,PRV00122,SVC009,"Dallas, TX",2023-08-31,2023-09-08,cancelled,260.0,10.0,Debit Card,user_request,,True,8
BKG004921,USR00338,PRV00151,SVC013,"Austin, TX",2024-06-20,2024-06-29,completed,170.0,0.0,Credit Card,,5.0,True,9
BKG004922,USR00449,PRV00085,SVC001,"Los Angeles, CA",2023-08-07,2023-08-11,completed,110.0,10.0,Venmo,,4.0,True,4
BKG004923,USR00048,PRV00121,SVC013,"Chicago, IL",2023-01-07,2023-01-11,completed,130.0,0.0,Debit Card,,4.0,True,4
BKG004924,USR00433,PRV00005,SVC001,"Dallas, TX",2023-11-26,2023-12-03,completed,100.0,5.0,Debit Card,,4.1,True,7
BKG004925,USR00403,PRV00077,SVC003,"Chicago, IL",2023-12-16,2023-12-22,completed,200.0,5.0,PayPal,,2.8,True,6
BKG004926,USR00093,PRV00052,SVC010,"Austin, TX",2023-03-19,2023-03-25,completed,120.0,0.0,PayPal,,4.8,True,6
BKG004927,USR00002,PRV00139,SVC011,"Miami, FL",2023-10-15,2023-10-19,completed,59.0,25.0,Credit Card,,4.3,True,4
BKG004928,USR00103,PRV00151,SVC019,"Los Angeles, CA",2024-06-16,2024-06-23,completed,790.0,5.0,Debit Card,,3.7,True,7
BKG004929,USR00276,PRV00121,SVC002,"Chicago, IL",2023-10-15,2023-10-19,completed,145.0,5.0,Venmo,,3.4,True,4
BKG004930,USR00536,PRV00087,SVC018,"Miami, FL",2024-04-09,2024-04-16,completed,100.0,10.0,Credit Card,,3.7,True,7
BKG004931,USR00200,PRV00091,SVC007,"Austin, TX",2023-09-22,2023-10-01,cancelled,415.0,15.0,PayPal,provider_unavailable,,True,9
BKG004932,USR00302,PRV00057,SVC018,"Dallas, TX",2023-10-23,2023-10-26,cancelled,115.0,0.0,Apple Pay,scheduling_conflict,,True,3
BKG004933,USR00582,PRV00104,SVC006,"Denver, CO",2023-02-12,2023-02-21,completed,90.0,0.0,Credit Card,,4.2,True,9
BKG004934,USR00398,PRV00004,SVC017,"Chicago, IL",2024-05-13,2024-05-22,completed,115.0,20.0,Credit Card,,3.8,True,9
BKG004935,USR00240,PRV00027,SVC016,"New York, NY",2023-10-09,2023-10-10,completed,60.0,0.0,Debit Card,,4.6,True,1
BKG004936,USR00542,PRV00125,SVC020,"Dallas, TX",2024-01-28,2024-01-29,completed,325.0,0.0,Credit Card,,3.3,True,1
BKG004937,USR00075,PRV00079,SVC019,"Austin, TX",2023-01-22,2023-01-28,completed,960.0,0.0,Credit Card,,3.6,True,6
BKG004938,USR00440,PRV00140,SVC003,"New York, NY",2023-06-23,2023-06-27,completed,210.0,0.0,Debit Card,,5.0,True,4
BKG004939,USR00584,PRV00099,SVC001,"Los Angeles, CA",2024-03-18,2024-03-27,completed,79.0,25.0,Debit Card,,3.2,True,9
BKG004940,USR00243,PRV00034,SVC005,"Seattle, WA",2023-03-18,2023-03-20,completed,165.0,0.0,PayPal,,4.7,True,2
BKG004941,USR00442,PRV00092,SVC015,"Denver, CO",2024-04-29,2024-04-30,completed,760.0,0.0,PayPal,,4.4,True,1
BKG004942,USR00535,PRV00038,SVC013,"Austin, TX",2024-02-27,2024-03-07,cancelled,150.0,0.0,Apple Pay,user_request,,True,9
BKG004943,USR00016,PRV00020,SVC018,"New York, NY",2023-11-11,2023-11-12,completed,120.0,10.0,Venmo,,4.1,True,1
BKG004944,USR00006,PRV00147,SVC012,"New York, NY",2023-10-12,2023-10-16,completed,69.0,10.0,Venmo,,5.0,True,4
BKG004945,USR00143,PRV00119,SVC012,"Chicago, IL",2023-09-17,2023-09-21,completed,69.0,15.0,Debit Card,,3.9,True,4
BKG004946,USR00344,PRV00025,SVC015,"Chicago, IL",2024-04-16,2024-04-17,cancelled,820.0,0.0,Credit Card,pricing_issue,,True,1
BKG004947,USR00499,PRV00023,SVC005,"Miami, FL",2024-04-22,2024-04-25,completed,130.0,10.0,Credit Card,,4.3,True,3
BKG004948,USR00500,PRV00046,SVC003,"Denver, CO",2023-05-03,2023-05-10,cancelled,195.0,0.0,PayPal,user_request,,True,7
BKG004949,USR00099,PRV00053,SVC009,"New York, NY",2024-01-12,2024-01-21,completed,245.0,0.0,Debit Card,,4.6,True,9
BKG004950,USR00095,PRV00102,SVC013,"Austin, TX",2023-10-08,2023-10-12,completed,165.0,15.0,PayPal,,5.0,True,4
BKG004951,USR00142,PRV00014,SVC006,"Los Angeles, CA",2023-08-05,2023-08-14,completed,80.0,10.0,Debit Card,,4.1,True,9
BKG004952,USR00145,PRV00100,SVC011,"Los Angeles, CA",2024-01-21,2024-01-26,completed,90.0,0.0,Credit Card,,3.7,True,5
BKG004953,USR00525,PRV00084,SVC002,"San Francisco, CA",2023-01-18,2023-01-23,completed,135.0,10.0,Apple Pay,,4.9,True,5
BKG004954,USR00271,PRV00094,SVC009,"San Francisco, CA",2023-09-23,2023-09-26,completed,260.0,0.0,Credit Card,,3.0,True,3
BKG004955,USR00136,PRV00112,SVC012,"Los Angeles, CA",2023-11-16,2023-11-25,completed,110.0,0.0,Credit Card,,4.0,True,9
BKG004956,USR00301,PRV00013,SVC011,"New York, NY",2023-09-01,2023-09-10,completed,70.0,5.0,PayPal,,3.7,True,9
BKG004957,USR00446,PRV00033,SVC001,"Miami, FL",2023-09-24,2023-09-26,completed,115.0,0.0,Apple Pay,,4.7,True,2
BKG004958,USR00592,PRV00122,SVC012,"Dallas, TX",2024-03-23,2024-03-27,cancelled,75.0,15.0,Credit Card,provider_unavailable,,True,4
BKG004959,USR00509,PRV00148,SVC001,"Miami, FL",2023-11-22,2023-11-23,completed,85.0,5.0,Credit Card,,4.3,True,1
BKG004960,USR00051,PRV00111,SVC008,"Miami, FL",2023-03-26,2023-04-04,completed,125.0,5.0,PayPal,,4.5,True,9
BKG004961,USR00351,PRV00011,SVC015,"Chicago, IL",2023-11-24,2023-12-01,completed,750.0,5.0,Apple Pay,,4.3,True,7
BKG004962,USR00176,PRV00050,SVC009,"New York, NY",2023-08-09,2023-08-13,completed,230.0,0.0,Credit Card,,4.5,True,4
BKG004963,USR00482,PRV00129,SVC006,"Austin, TX",2024-01-28,2024-02-01,completed,80.0,10.0,PayPal,,3.8,True,4
BKG004964,USR00574,PRV00113,SVC009,"Dallas, TX",2023-06-28,2023-07-02,completed,220.0,0.0,Credit Card,,3.8,True,4
BKG004965,USR00006,PRV00152,SVC017,"New York, NY",2024-06-12,2024-06-21,completed,135.0,0.0,Credit Card,,3.5,True,9
BKG004966,USR00530,PRV00110,SVC009,"San Francisco, CA",2024-03-24,2024-03-30,completed,200.0,10.0,Apple Pay,,3.4,True,6
BKG004967,USR00464,PRV00021,SVC014,"Dallas, TX",2024-04-21,2024-04-25,cancelled,300.0,0.0,Credit Card,pricing_issue,,True,4
BKG004968,USR00075,PRV00091,SVC012,"Austin, TX",2023-07-06,2023-07-13,completed,69.0,20.0,Credit Card,,3.5,True,7
BKG004969,USR00007,PRV00015,SVC012,"New York, NY",2023-09-14,2023-09-18,completed,100.0,0.0,Apple Pay,,4.5,True,4
BKG004970,USR00576,PRV00009,SVC003,"Miami, FL",2023-01-15,2023-01-18,completed,230.0,0.0,Debit Card,,4.4,True,3
BKG004971,USR00119,PRV00010,SVC020,"Seattle, WA",2023-11-17,2023-11-25,cancelled,285.0,0.0,Debit Card,provider_unavailable,,True,8
BKG004972,USR00183,PRV00028,SVC003,"Seattle, WA",2023-04-11,2023-04-19,completed,169.0,25.0,Credit Card,,3.3,True,8
BKG004973,USR00323,PRV00005,SVC002,"Dallas, TX",2023-10-23,2023-10-28,completed,155.0,0.0,Debit Card,,4.0,True,5
BKG004974,USR00372,PRV00137,SVC002,"New York, NY",2024-03-13,2024-03-22,completed,170.0,0.0,Apple Pay,,3.9,True,9
BKG004975,USR00584,PRV00006,SVC002,"Los Angeles, CA",2023-05-24,2023-05-25,completed,175.0,0.0,Debit Card,,5.0,True,1
BKG004976,USR00474,PRV00105,SVC019,"Seattle, WA",2023-06-09,2023-06-13,completed,1020.0,0.0,Credit Card,,5.0,True,4
BKG004977,USR00322,PRV00028,SVC016,"Austin, TX",2024-02-15,2024-02-17,completed,65.0,0.0,PayPal,,4.5,True,2
BKG004978,USR00263,PRV00023,SVC017,"New York, NY",2024-02-13,2024-02-15,completed,135.0,0.0,Apple Pay,,4.3,True,2
BKG004979,USR00588,PRV00144,SVC011,"New York, NY",2023-12-27,2024-01-02,completed,95.0,0.0,Apple Pay,,4.5,True,6
BKG004980,USR00301,PRV00053,SVC019,"New York, NY",2023-11-21,2023-11-25,cancelled,770.0,0.0,Credit Card,provider_unavailable,,True,4
BKG004981,USR00535,PRV00102,SVC018,"Austin, TX",2023-02-14,2023-02-19,completed,115.0,5.0,Credit Card,,5.0,True,5
BKG004982,USR00587,PRV00127,SVC012,"New York, NY",2024-03-31,2024-04-06,completed,85.0,0.0,Apple Pay,,4.0,True,6
BKG004983,USR00135,PRV00076,SVC016,"Miami, FL",2024-05-23,2024-05-25,completed,70.0,0.0,Credit Card,,4.9,True,2
BKG004984,USR00119,PRV00149,SVC003,"Seattle, WA",2024-03-14,2024-03-16,cancelled,190.0,10.0,PayPal,provider_unavailable,,True,2
BKG004985,USR00528,PRV00122,SVC007,"Los Angeles, CA",2023-06-14,2023-06-16,completed,380.0,10.0,Credit Card,,3.7,True,2
BKG004986,USR00319,PRV00022,SVC007,"New York, NY",2023-06-16,2023-06-23,cancelled,365.0,0.0,Debit Card,pricing_issue,,True,7
BKG004987,USR00073,PRV00118,SVC002,"New York, NY",2023-05-02,2023-05-09,completed,125.0,0.0,Credit Card,,4.5,True,7
BKG004988,USR00158,PRV00091,SVC020,"Austin, TX",2024-02-12,2024-02-14,cancelled,350.0,10.0,Debit Card,pricing_issue,,True,2
BKG004989,USR00413,PRV00044,SVC003,"Miami, FL",2023-09-21,2023-09-28,completed,220.0,0.0,Credit Card,,4.4,True,7
BKG004990,USR00480,PRV00055,SVC012,"Chicago, IL",2023-04-05,2023-04-14,completed,90.0,0.0,Debit Card,,4.7,True,9
BKG004991,USR00449,PRV00150,SVC008,"Los Angeles, CA",2023-07-21,2023-07-27,completed,115.0,15.0,Apple Pay,,4.1,True,6
BKG004992,USR00346,PRV00039,SVC014,"Dallas, TX",2023-03-05,2023-03-12,cancelled,300.0,5.0,PayPal,no_show,,True,7
BKG004993,USR00543,PRV00151,SVC009,"Los Angeles, CA",2024-07-01,2024-07-10,completed,225.0,20.0,Credit Card,,3.0,True,9
BKG004994,USR00559,PRV00129,SVC014,"Austin, TX",2024-03-27,2024-03-28,completed,340.0,0.0,Apple Pay,,4.3,True,1
BKG004995,USR00459,PRV00069,SVC009,"New York, NY",2023-02-25,2023-03-04,completed,205.0,10.0,Credit Card,,4.1,True,7
BKG004996,USR00307,PRV00129,SVC007,"Chicago, IL",2024-04-10,2024-04-16,completed,450.0,0.0,Apple Pay,,3.9,True,6
BKG004997,USR00561,PRV00038,SVC011,"Austin, TX",2023-05-05,2023-05-11,completed,60.0,10.0,Venmo,,4.3,True,6
BKG004998,USR00234,PRV00117,SVC010,"Chicago, IL",2024-01-02,2024-01-09,cancelled,100.0,0.0,Debit Card,user_request,,True,7
BKG004999,USR00416,PRV00139,SVC002,"Chicago, IL",2023-12-24,2023-12-30,completed,130.0,0.0,Credit Card,,4.3,True,6
BKG005000,USR00339,PRV00071,SVC015,"Chicago, IL",2023-12-23,2023-12-24,cancelled,810.0,0.0,Apple Pay,user_request,,True,1
BKG005001,USR00284,PRV00126,SVC012,"New York, NY",2023-05-16,2023-05-17,completed,100.0,0.0,Credit Card,,4.8,True,1
BKG005002,USR00460,PRV00120,SVC003,"New York, NY",2023-09-15,2023-09-16,cancelled,205.0,0.0,Credit Card,no_show,,True,1
BKG005003,USR00373,PRV00041,SVC007,"New York, NY",2024-01-03,2024-01-04,cancelled,405.0,0.0,Credit Card,pricing_issue,,True,1
BKG005004,USR00579,PRV00004,SVC020,"Chicago, IL",2024-05-06,2024-05-10,cancelled,280.0,0.0,Credit Card,provider_unavailable,,True,4
BKG005005,USR00035,PRV00087,SVC011,"Miami, FL",2023-02-16,2023-02-24,completed,75.0,15.0,Debit Card,,4.8,True,8
BKG005006,USR00110,PRV00106,SVC001,"New York, NY",2023-02-10,2023-02-18,completed,79.0,10.0,Credit Card,,3.7,True,8
BKG005007,USR00105,PRV00026,SVC003,"Seattle, WA",2023-12-05,2023-12-09,completed,170.0,0.0,Debit Card,,3.3,True,4
BKG005008,USR00103,PRV00112,SVC013,"Los Angeles, CA",2023-09-15,2023-09-24,completed,160.0,0.0,Debit Card,,4.5,True,9
BKG005009,USR00098,PRV00121,SVC001,"Chicago, IL",2023-01-09,2023-01-17,cancelled,110.0,0.0,Debit Card,user_request,,True,8
BKG005010,USR00146,PRV00098,SVC015,"New York, NY",2023-03-11,2023-03-20,completed,770.0,0.0,Debit Card,,5.0,True,9
BKG005011,USR00399,PRV00129,SVC006,"Austin, TX",2023-11-04,2023-11-10,completed,69.0,15.0,Debit Card,,4.4,True,6
BKG005012,USR00173,PRV00064,SVC020,"Chicago, IL",2024-03-08,2024-03-16,cancelled,250.0,0.0,Apple Pay,provider_unavailable,,True,8
BKG005013,USR00380,PRV00081,SVC009,"Los Angeles, CA",2023-10-05,2023-10-11,completed,225.0,5.0,PayPal,,4.7,True,6
BKG005014,USR00086,PRV00006,SVC003,"Los Angeles, CA",2024-03-12,2024-03-14,completed,220.0,10.0,Debit Card,,4.3,True,2
BKG005015,USR00139,PRV00159,SVC011,"Los Angeles, CA",2023-10-10,2023-10-11,completed,75.0,0.0,PayPal,,3.3,True,1
BKG005016,USR00580,PRV00006,SVC001,"Los Angeles, CA",2023-10-19,2023-10-26,cancelled,95.0,10.0,Debit Card,user_request,,True,7
BKG005017,USR00162,PRV00013,SVC003,"Dallas, TX",2023-06-08,2023-06-12,completed,169.0,0.0,PayPal,,4.6,True,4
BKG005018,USR00328,PRV00021,SVC006,"Dallas, TX",2023-09-29,2023-10-06,completed,80.0,0.0,PayPal,,3.7,True,7
BKG005019,USR00356,PRV00151,SVC009,"Dallas, TX",2024-06-13,2024-06-19,completed,250.0,0.0,PayPal,,2.7,True,6
BKG005020,USR00451,PRV00102,SVC011,"Austin, TX",2023-12-21,2023-12-30,completed,85.0,5.0,Debit Card,,3.9,True,9
BKG005021,USR00033,PRV00013,SVC016,"New York, NY",2023-10-21,2023-10-22,cancelled,70.0,0.0,PayPal,provider_unavailable,,True,1
BKG005022,USR00103,PRV00049,SVC005,"Los Angeles, CA",2024-01-30,2024-01-31,completed,165.0,10.0,Apple Pay,,5.0,True,1
BKG005023,USR00475,PRV00011,SVC012,"Chicago, IL",2023-05-16,2023-05-22,completed,85.0,5.0,Debit Card,,4.1,True,6
BKG005024,USR00375,PRV00069,SVC003,"New York, NY",2023-04-23,2023-04-25,cancelled,220.0,0.0,Credit Card,user_request,,True,2
BKG005025,USR00050,PRV00126,SVC010,"New York, NY",2023-10-19,2023-10-27,completed,110.0,5.0,Credit Card,,4.3,True,8
BKG005026,USR00222,PRV00004,SVC007,"Dallas, TX",2023-06-29,2023-07-05,completed,390.0,20.0,Credit Card,,4.9,True,6
BKG005027,USR00593,PRV00085,SVC012,"New York, NY",2023-04-29,2023-05-07,completed,70.0,5.0,Debit Card,,3.9,True,8
BKG005028,USR00130,PRV00055,SVC014,"Chicago, IL",2023-05-26,2023-05-31,completed,305.0,10.0,Apple Pay,,4.5,True,5
BKG005029,USR00047,PRV00134,SVC010,"Los Angeles, CA",2023-03-30,2023-03-31,completed,110.0,10.0,Credit Card,,3.4,True,1
BKG005030,USR00066,PRV00033,SVC020,"Dallas, TX",2024-06-14,2024-06-18,completed,350.0,10.0,PayPal,,4.0,True,4
BKG005031,USR00097,PRV00087,SVC020,"Chicago, IL",2023-10-20,2023-10-29,cancelled,325.0,0.0,PayPal,user_request,,True,9
BKG005032,USR00179,PRV00092,SVC012,"Seattle, WA",2024-04-04,2024-04-13,cancelled,75.0,0.0,Credit Card,no_show,,True,9
BKG005033,USR00250,PRV00146,SVC011,"San Francisco, CA",2023-11-18,2023-11-25,completed,80.0,0.0,Credit Card,,2.2,True,7
BKG005034,USR00151,PRV00105,SVC003,"Seattle, WA",2024-03-31,2024-04-03,completed,210.0,20.0,Credit Card,,3.6,True,3
BKG005035,USR00035,PRV00138,SVC019,"Miami, FL",2024-06-06,2024-06-08,completed,900.0,15.0,Credit Card,,3.6,True,2
BKG005036,USR00592,PRV00005,SVC013,"Dallas, TX",2024-05-01,2024-05-04,completed,130.0,20.0,Credit Card,,3.8,True,3
BKG005037,USR00585,PRV00122,SVC018,"Dallas, TX",2023-07-22,2023-07-23,completed,140.0,5.0,Credit Card,,3.5,True,1
BKG005038,USR00061,PRV00099,SVC015,"Los Angeles, CA",2024-02-11,2024-02-17,completed,715.0,0.0,Venmo,,4.9,True,6
BKG005039,USR00489,PRV00073,SVC016,"Miami, FL",2023-11-22,2023-11-28,completed,70.0,0.0,Debit Card,,4.7,True,6
BKG005040,USR00513,PRV00144,SVC005,"Seattle, WA",2023-08-15,2023-08-24,completed,150.0,25.0,Credit Card,,4.6,True,9
BKG005041,USR00224,PRV00128,SVC010,"Los Angeles, CA",2023-02-06,2023-02-09,completed,105.0,0.0,Credit Card,,4.9,True,3
BKG005042,USR00315,PRV00072,SVC008,"San Francisco, CA",2023-08-05,2023-08-07,cancelled,100.0,0.0,Credit Card,scheduling_conflict,,True,2
BKG005043,USR00022,PRV00152,SVC015,"New York, NY",2023-06-10,2023-06-18,completed,775.0,0.0,PayPal,,3.9,True,8
BKG005044,USR00387,PRV00041,SVC011,"Los Angeles, CA",2024-02-25,2024-03-03,completed,75.0,0.0,Credit Card,,3.7,True,7
BKG005045,USR00336,PRV00056,SVC012,"New York, NY",2023-01-16,2023-01-22,completed,90.0,0.0,Apple Pay,,4.2,True,6
BKG005046,USR00012,PRV00073,SVC013,"Miami, FL",2024-03-04,2024-03-10,completed,130.0,0.0,Credit Card,,4.7,True,6
BKG005047,USR00321,PRV00057,SVC006,"Dallas, TX",2023-06-17,2023-06-21,completed,80.0,10.0,Credit Card,,5.0,True,4
